2021-01-15 14:08:43,053 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320000 type:create cxid:0x3 zxid:0x146d txntype:-1 reqpath:n/a Error Path:/otter/canal/cluster/localhost:11111 Error:KeeperErrorCode = NodeExists for /otter/canal/cluster/localhost:11111
2021-01-15 14:08:43,107 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320000 type:create cxid:0x4 zxid:0x146e txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations/example/cluster/localhost:11111 Error:KeeperErrorCode = NodeExists for /otter/canal/destinations/example/cluster/localhost:11111
2021-01-15 14:08:43,109 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320000 type:create cxid:0x5 zxid:0x146f txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations/example/cluster/localhost:11111 Error:KeeperErrorCode = NodeExists for /otter/canal/destinations/example/cluster/localhost:11111
2021-01-15 14:08:43,218 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320000 type:create cxid:0x7 zxid:0x1470 txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations/example/running Error:KeeperErrorCode = NodeExists for /otter/canal/destinations/example/running
2021-01-15 14:08:43,240 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320000 type:create cxid:0x9 zxid:0x1471 txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations/test/cluster/localhost:11111 Error:KeeperErrorCode = NodeExists for /otter/canal/destinations/test/cluster/localhost:11111
2021-01-15 14:08:43,241 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320000 type:create cxid:0xa zxid:0x1472 txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations/test/cluster/localhost:11111 Error:KeeperErrorCode = NodeExists for /otter/canal/destinations/test/cluster/localhost:11111
2021-01-15 14:08:43,242 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320000 type:create cxid:0xc zxid:0x1473 txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations/test/running Error:KeeperErrorCode = NodeExists for /otter/canal/destinations/test/running
2021-01-15 14:08:46,096 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /0:0:0:0:0:0:0:1:52629
2021-01-15 14:08:46,103 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@855] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:52629
2021-01-15 14:08:46,104 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@611] - Established session 0x17704a908320001 with negotiated timeout 6000 for client /0:0:0:0:0:0:0:1:52629
2021-01-15 14:08:46,143 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0x1 zxid:0x1475 txntype:-1 reqpath:n/a Error Path:/consumers Error:KeeperErrorCode = NodeExists for /consumers
2021-01-15 14:08:46,154 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0x2 zxid:0x1476 txntype:-1 reqpath:n/a Error Path:/brokers/ids Error:KeeperErrorCode = NodeExists for /brokers/ids
2021-01-15 14:08:46,155 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0x3 zxid:0x1477 txntype:-1 reqpath:n/a Error Path:/brokers/topics Error:KeeperErrorCode = NodeExists for /brokers/topics
2021-01-15 14:08:46,156 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0x4 zxid:0x1478 txntype:-1 reqpath:n/a Error Path:/config/changes Error:KeeperErrorCode = NodeExists for /config/changes
2021-01-15 14:08:46,157 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0x5 zxid:0x1479 txntype:-1 reqpath:n/a Error Path:/admin/delete_topics Error:KeeperErrorCode = NodeExists for /admin/delete_topics
2021-01-15 14:08:46,158 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0x6 zxid:0x147a txntype:-1 reqpath:n/a Error Path:/brokers/seqid Error:KeeperErrorCode = NodeExists for /brokers/seqid
2021-01-15 14:08:46,159 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0x7 zxid:0x147b txntype:-1 reqpath:n/a Error Path:/isr_change_notification Error:KeeperErrorCode = NodeExists for /isr_change_notification
2021-01-15 14:08:46,160 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0x8 zxid:0x147c txntype:-1 reqpath:n/a Error Path:/latest_producer_id_block Error:KeeperErrorCode = NodeExists for /latest_producer_id_block
